mass_A
t,x,y,v_{x},v_{y}
8.458333333E0,1.092298001E1,2.583604593E0,-5.561425389E1,-5.561425389E1
8.466666667E0,1.038228587E1,2.042910458E0,-7.415233852E1,-6.256603563E1
8.475000000E0,9.687107697E0,1.540837332E0,-9.500768373E1,-5.329699331E1
8.483333333E0,8.798824475E0,1.154627236E0,-9.964220489E1,-3.939342984E1
8.491666667E0,8.026404282E0,8.842801684E-1,-8.573864142E1,-3.012438753E1
8.500000000E0,7.369847118E0,6.525541105E-1,-9.500768373E1,-3.244164810E1
8.508333333E0,6.442942887E0,3.435860333E-1,-1.112285078E2,-3.012438753E1
8.516666667E0,5.516038655E0,1.504809850E-1,-1.181802895E2,-1.390356347E1
8.525000000E0,4.473271395E0,1.118599754E-1,-6.140740534E2,-4.634521158E0
8.533333333E0,-4.718528901E0,7.323896574E-2,-6.163913140E2,4.634521158E0
8.541666667E0,-5.799917172E0,1.891019947E-1,-1.019594655E2,9.269042316E0
8.550000000E0,-6.417853326E0,2.277230043E-1,-1.042767260E2,1.390356347E1
8.558333333E0,-7.537862606E0,4.208280526E-1,-1.042767260E2,3.012438753E1
8.566666667E0,-8.155798760E0,7.297961298E-1,-8.342138084E1,3.707616926E1
8.575000000E0,-8.928218953E0,1.038764207E0,-8.573864142E1,4.634521158E1
8.583333333E0,-9.584776117E0,1.502216323E0,-7.878685968E1,5.329699331E1
8.591666667E0,-1.024133328E1,1.927047429E0,-6.256603563E1,4.634521158E1
8.600000000E0,-1.062754338E1,2.274636516E0,-5.097973274E1,3.939342984E1
8.608333333E0,-1.109099549E1,2.583604593E0,-5.561425389E1,4.402795100E1
8.616666667E0,-1.155444761E1,3.008435699E0,-3.939342984E1,3.939342984E1
8.625000000E0,-1.174755266E1,3.240161757E0,-2.548986637E1,2.780712695E1
8.633333333E0,-1.197927872E1,3.471887815E0,-2.085534521E1,3.012438753E1
8.641666667E0,-1.209514174E1,3.742234882E0,-1.158630289E1,2.317260579E1
8.650000000E0,-1.217238376E1,3.858097911E0,-9.269042316E0,1.158630289E1
8.658333333E0,-1.224962578E1,3.935339931E0,-2.317260579E0,-0.000000000E0
8.666666667E0,-1.221100477E1,3.858097911E0,9.269042316E0,-1.158630289E1
8.675000000E0,-1.209514174E1,3.742234882E0,1.390356347E1,-1.853808463E1
8.683333333E0,-1.197927872E1,3.549129834E0,2.085534521E1,-2.548986637E1
8.691666667E0,-1.174755266E1,3.317403776E0,2.780712695E1,-2.780712695E1
8.700000000E0,-1.151582660E1,3.085677718E0,3.244164810E1,-3.244164810E1
8.708333333E0,-1.120685852E1,2.776709641E0,4.402795100E1,-4.402795100E1
8.716666667E0,-1.078202742E1,2.351878535E0,6.256603563E1,-4.866247216E1
8.725000000E0,-1.016409126E1,1.965668438E0,7.183507795E1,-5.097973274E1
8.733333333E0,-9.584776117E0,1.502216323E0,7.183507795E1,-5.097973274E1
8.741666667E0,-8.966839963E0,1.116006226E0,7.646959910E1,-4.171069042E1
8.750000000E0,-8.310282799E0,8.070381491E-1,7.878685968E1,-3.707616926E1
8.758333333E0,-7.653725635E0,4.980700719E-1,1.158630289E2,-4.171069042E1
8.766666667E0,-6.379232316E0,1.118599754E-1,1.089112472E2,-2.317260579E1
8.775000000E0,-5.838538181E0,1.118599754E-1,1.019594655E2,-4.634521158E0
8.783333333E0,-4.679907892E0,3.461795609E-2,6.094395322E2,6.951781737E0
8.791666667E0,4.318787356E0,2.277230043E-1,6.048050111E2,1.622082405E1
8.800000000E0,5.400175626E0,3.049650236E-1,1.204975501E2,1.158630289E1
8.808333333E0,6.327079858E0,4.208280526E-1,1.112285078E2,2.548986637E1
8.816666667E0,7.253984090E0,7.297961298E-1,9.037316258E1,2.780712695E1
8.825000000E0,7.833299234E0,8.842801684E-1,6.488329621E1,1.853808463E1
8.833333333E0,8.335372360E0,1.038764207E0,6.488329621E1,2.085534521E1
8.841666667E0,8.914687504E0,1.231869255E0,7.415233852E1,3.475890868E1
8.850000000E0,9.571244668E0,1.618079352E0,7.415233852E1,4.171069042E1
8.858333333E0,1.015055981E1,1.927047429E0,5.793151447E1,3.939342984E1
8.866666667E0,1.053676991E1,2.274636516E0,4.402795100E1,4.402795100E1
8.875000000E0,1.088435900E1,2.660846612E0,4.402795100E1,4.171069042E1
8.883333333E0,1.127056909E1,2.969814689E0,3.475890868E1,3.475890868E1
8.891666667E0,1.146367414E1,3.240161757E0,2.317260579E1,2.317260579E1
8.900000000E0,1.165677919E1,3.356024786E0,2.085534521E1,1.622082405E1
8.908333333E0,1.181126323E1,3.510508824E0,1.158630289E1,1.158630289E1
8.916666667E0,1.184988424E1,3.549129834E0,0.000000000E0,-0.000000000E0
8.925000000E0,1.181126323E1,3.510508824E0,-6.951781737E0,-6.951781737E0
8.933333333E0,1.173402121E1,3.433266805E0,-6.951781737E0,-1.158630289E1
8.941666667E0,1.169540020E1,3.317403776E0,-1.158630289E1,-1.622082405E1
8.950000000E0,1.154091616E1,3.162919738E0,-2.085534521E1,-2.317260579E1
8.958333333E0,1.134781111E1,2.931193680E0,-3.012438753E1,-3.707616926E1
8.966666667E0,1.103884304E1,2.544983583E0,-4.402795100E1,-4.402795100E1
8.975000000E0,1.061401193E1,2.197394496E0,-5.329699331E1,-4.402795100E1
8.983333333E0,1.015055981E1,1.811184400E0,-6.720055679E1,-4.634521158E1
8.991666667E0,9.494002649E0,1.424974303E0,-8.342138084E1,-3.939342984E1
9.000000000E0,8.760203466E0,1.154627236E0,-8.573864142E1,-3.707616926E1
9.008333333E0,8.065025292E0,8.070381491E-1,-7.415233852E1,-3.012438753E1
9.016666667E0,7.524331157E0,6.525541105E-1,-7.415233852E1,-2.085534521E1
9.025000000E0,6.829152983E0,4.594490622E-1,-1.112285078E2,-2.317260579E1
9.033333333E0,5.670522694E0,2.663440140E-1,-1.135457684E2,-1.390356347E1
9.041666667E0,4.936723511E0,2.277230043E-1,-9.269042316E1,-1.158630289E1
9.050000000E0,4.125682308E0,7.323896574E-2,-6.140740534E2,-4.634521158E0
9.058333333E0,-5.297844046E0,1.504809850E-1,-6.187085746E2,4.634521158E0
9.066666667E0,-6.186127268E0,1.504809850E-1,-8.110412026E1,-2.317260579E0
9.075000000E0,-6.649579384E0,1.118599754E-1,-6.488329621E1,9.269042316E0
9.083333333E0,-7.267515538E0,3.049650236E-1,-8.110412026E1,3.707616926E1
9.091666667E0,-8.001314721E0,7.297961298E-1,-8.110412026E1,3.939342984E1
9.100000000E0,-8.619250876E0,9.615221876E-1,-7.183507795E1,3.244164810E1
9.108333333E0,-9.198566021E0,1.270490265E0,-6.488329621E1,3.707616926E1
9.116666667E0,-9.700639146E0,1.579458342E0,-5.793151447E1,3.707616926E1
9.125000000E0,-1.016409126E1,1.888426419E0,-5.097973274E1,3.475890868E1
9.133333333E0,-1.055030136E1,2.158773487E0,-3.939342984E1,3.244164810E1
9.141666667E0,-1.082064843E1,2.429120554E0,-3.244164810E1,3.244164810E1
9.150000000E0,-1.109099549E1,2.699467622E0,-3.475890868E1,3.012438753E1
9.158333333E0,-1.139996357E1,2.931193680E0,-2.317260579E1,2.317260579E1
9.166666667E0,-1.147720559E1,3.085677718E0,-6.951781737E0,1.158630289E1
9.175000000E0,-1.151582660E1,3.124298728E0,-2.317260579E0,2.317260579E0
9.183333333E0,-1.151582660E1,3.124298728E0,4.634521158E0,-4.634521158E0
9.191666667E0,-1.143858458E1,3.047056709E0,1.853808463E1,-1.158630289E1
9.200000000E0,-1.120685852E1,2.931193680E0,1.853808463E1,-1.390356347E1
9.208333333E0,-1.112961650E1,2.815330651E0,1.853808463E1,-2.085534521E1
9.216666667E0,-1.089789045E1,2.583604593E0,3.012438753E1,-3.012438753E1
9.225000000E0,-1.062754338E1,2.313257525E0,3.475890868E1,-3.012438753E1
9.233333333E0,-1.031857530E1,2.081531467E0,5.329699331E1,-3.939342984E1
9.241666667E0,-9.739260156E0,1.656700361E0,6.256603563E1,-4.634521158E1
9.250000000E0,-9.275808040E0,1.309111274E0,6.024877505E1,-3.939342984E1
9.258333333E0,-8.735113905E0,1.000143197E0,7.646959910E1,-4.171069042E1
9.266666667E0,-8.001314721E0,6.139331008E-1,8.573864142E1,-3.707616926E1
9.275000000E0,-7.306136548E0,3.822070429E-1,8.573864142E1,-2.317260579E1
9.283333333E0,-6.572337364E0,2.277230043E-1,9.732494431E1,-1.622082405E1
9.291666667E0,-5.684054143E0,1.118599754E-1,9.269042316E1,-1.158630289E1
9.300000000E0,-5.027496979E0,3.461795609E-2,9.732494431E1,2.317260579E0
9.308333333E0,-4.061971737E0,1.504809850E-1,6.163913140E2,1.158630289E1
9.316666667E0,5.245691588E0,2.277230043E-1,5.700461024E2,9.269042316E0
9.325000000E0,5.438796636E0,3.049650236E-1,5.561425389E1,1.158630289E1
9.333333333E0,6.172595819E0,4.208280526E-1,1.089112472E2,1.853808463E1
9.341666667E0,7.253984090E0,6.139331008E-1,9.732494431E1,2.317260579E1
9.350000000E0,7.794678225E0,8.070381491E-1,6.256603563E1,2.085534521E1
9.358333333E0,8.296751350E0,9.615221876E-1,6.951781737E1,2.548986637E1
9.366666667E0,8.953308514E0,1.231869255E0,7.183507795E1,3.475890868E1
9.375000000E0,9.494002649E0,1.540837332E0,5.329699331E1,3.939342984E1
9.383333333E0,9.841591736E0,1.888426419E0,4.171069042E1,3.707616926E1
9.391666667E0,1.018918082E1,2.158773487E0,4.171069042E1,2.548986637E1
9.400000000E0,1.053676991E1,2.313257525E0,3.707616926E1,2.548986637E1
9.408333333E0,1.080711698E1,2.583604593E0,2.548986637E1,2.085534521E1
9.416666667E0,1.096160102E1,2.660846612E0,1.622082405E1,1.158630289E1
9.425000000E0,1.107746404E1,2.776709641E0,1.158630289E1,1.158630289E1
9.433333333E0,1.115470606E1,2.853951660E0,9.269042316E0,4.634521158E0
9.441666667E0,1.123194808E1,2.853951660E0,0.000000000E0,-2.317260579E0
9.450000000E0,1.115470606E1,2.815330651E0,-1.158630289E1,-9.269042316E0
9.458333333E0,1.103884304E1,2.699467622E0,-2.085534521E1,-1.622082405E1
9.466666667E0,1.080711698E1,2.544983583E0,-3.012438753E1,-2.548986637E1
9.475000000E0,1.053676991E1,2.274636516E0,-3.012438753E1,-2.317260579E1
9.483333333E0,1.030504385E1,2.158773487E0,-3.475890868E1,-2.085534521E1
9.491666667E0,9.957454765E0,1.927047429E0,-4.866247216E1,-3.707616926E1
9.500000000E0,9.494002649E0,1.540837332E0,-6.256603563E1,-4.171069042E1
9.508333333E0,8.914687504E0,1.231869255E0,-7.183507795E1,-3.475890868E1
9.516666667E0,8.296751350E0,9.615221876E-1,-6.720055679E1,-3.012438753E1
9.525000000E0,7.794678225E0,7.297961298E-1,-7.183507795E1,-3.012438753E1
9.533333333E0,7.099500051E0,4.594490622E-1,-8.342138084E1,-3.475890868E1
9.541666667E0,6.404321877E0,1.504809850E-1,-9.500768373E1,-1.622082405E1
9.550000000E0,5.516038655E0,1.891019947E-1,-9.964220489E1,-2.317260579E0
9.558333333E0,4.743618462E0,1.118599754E-1,-8.573864142E1,-4.634521158E0
9.566666667E0,4.087061298E0,1.118599754E-1,-5.816324053E2,2.317260579E0
9.575000000E0,-4.950254959E0,1.504809850E-1,-5.978532294E2,6.951781737E0
9.583333333E0,-5.877159191E0,2.277230043E-1,-9.964220489E1,1.390356347E1
9.591666667E0,-6.610958374E0,3.822070429E-1,-8.342138084E1,2.085534521E1
9.600000000E0,-7.267515538E0,5.753120912E-1,-6.951781737E1,1.853808463E1
9.608333333E0,-7.769588664E0,6.911751201E-1,-6.488329621E1,1.622082405E1
9.616666667E0,-8.348903808E0,8.456591587E-1,-6.488329621E1,3.012438753E1
9.625000000E0,-8.850976934E0,1.193248246E0,-5.793151447E1,3.707616926E1
9.633333333E0,-9.314429050E0,1.463595313E0,-5.329699331E1,3.012438753E1
9.641666667E0,-9.739260156E0,1.695321371E0,-4.634521158E1,2.780712695E1
9.650000000E0,-1.008684924E1,1.927047429E0,-3.707616926E1,2.548986637E1
9.658333333E0,-1.035719631E1,2.120152477E0,-3.244164810E1,2.317260579E1
9.666666667E0,-1.062754338E1,2.313257525E0,-2.548986637E1,2.085534521E1
9.675000000E0,-1.078202742E1,2.467741564E0,-2.085534521E1,1.853808463E1
9.683333333E0,-1.097513246E1,2.622225603E0,-1.390356347E1,1.390356347E1
9.691666667E0,-1.101375347E1,2.699467622E0,2.317260579E0,-0.000000000E0
9.700000000E0,-1.093651145E1,2.622225603E0,9.269042316E0,-9.269042316E0
9.708333333E0,-1.085926944E1,2.544983583E0,1.390356347E1,-1.390356347E1
9.716666667E0,-1.070478540E1,2.390499545E0,1.622082405E1,-1.853808463E1
9.725000000E0,-1.058892237E1,2.236015506E0,1.158630289E1,-1.622082405E1
9.733333333E0,-1.051168035E1,2.120152477E0,2.085534521E1,-1.853808463E1
9.741666667E0,-1.024133328E1,1.927047429E0,4.402795100E1,-3.012438753E1
9.750000000E0,-9.777881165E0,1.618079352E0,5.329699331E1,-3.244164810E1
9.758333333E0,-9.353050059E0,1.386353294E0,6.024877505E1,-3.012438753E1
9.766666667E0,-8.773734914E0,1.116006226E0,7.183507795E1,-3.012438753E1
9.775000000E0,-8.155798760E0,8.842801684E-1,6.488329621E1,-2.317260579E1
9.783333333E0,-7.692346644E0,7.297961298E-1,8.342138084E1,-2.780712695E1
9.791666667E0,-6.765442413E0,4.208280526E-1,8.805590200E1,-2.085534521E1
9.800000000E0,-6.224748278E0,3.822070429E-1,6.720055679E1,-2.317260579E0
9.808333333E0,-5.645433133E0,3.822070429E-1,8.805590200E1,-2.317260579E0
9.816666667E0,-4.757149911E0,3.435860333E-1,9.964220489E1,-2.317260579E0
9.825000000E0,-3.984729718E0,3.435860333E-1,5.978532294E2,-6.951781737E0
9.833333333E0,5.207070578E0,2.277230043E-1,5.862669265E2,-2.317260579E0
9.841666667E0,5.786385723E0,3.049650236E-1,6.256603563E1,9.269042316E0
9.850000000E0,6.249837839E0,3.822070429E-1,6.720055679E1,1.158630289E1
9.858333333E0,6.906395003E0,4.980700719E-1,8.805590200E1,1.853808463E1
9.866666667E0,7.717436205E0,6.911751201E-1,6.720055679E1,2.085534521E1
9.875000000E0,8.026404282E0,8.456591587E-1,4.634521158E1,2.548986637E1
9.883333333E0,8.489856398E0,1.116006226E0,5.561425389E1,3.012438753E1
9.891666667E0,8.953308514E0,1.347732284E0,5.561425389E1,2.548986637E1
9.900000000E0,9.416760630E0,1.540837332E0,4.634521158E1,2.780712695E1
9.908333333E0,9.725728707E0,1.811184400E0,3.244164810E1,2.317260579E1
9.916666667E0,9.957454765E0,1.927047429E0,3.475890868E1,2.085534521E1
9.925000000E0,1.030504385E1,2.158773487E0,3.012438753E1,2.085534521E1
9.933333333E0,1.045952789E1,2.274636516E0,1.390356347E1,1.390356347E1
9.941666667E0,1.053676991E1,2.390499545E0,6.951781737E0,9.269042316E0
9.950000000E0,1.057539092E1,2.429120554E0,2.317260579E0,-0.000000000E0
9.958333333E0,1.057539092E1,2.390499545E0,-1.158630289E1,-6.951781737E0
9.966666667E0,1.038228587E1,2.313257525E0,-2.085534521E1,-1.390356347E1
9.975000000E0,1.022780183E1,2.158773487E0,-1.622082405E1,-1.853808463E1
9.983333333E0,1.011193880E1,2.004289448E0,-2.085534521E1,-1.853808463E1
9.991666667E0,9.880212746E0,1.849805410E0,-3.012438753E1,-2.317260579E1
1.000000000E1,9.609865678E0,1.618079352E0,-3.939342984E1,-2.780712695E1
1.000833333E1,9.223655582E0,1.386353294E0,-4.402795100E1,-2.780712695E1
1.001666667E1,8.876066495E0,1.154627236E0,-5.561425389E1,-2.548986637E1
1.002500000E1,8.296751350E0,9.615221876E-1,-6.488329621E1,-2.317260579E1
1.003333333E1,7.794678225E0,7.684171394E-1,-6.024877505E1,-2.317260579E1
1.004166667E1,7.292605099E0,5.753120912E-1,-6.951781737E1,-2.780712695E1
1.005000000E1,6.636047935E0,3.049650236E-1,-8.110412026E1,-2.548986637E1
1.005833333E1,5.940869761E0,1.504809850E-1,-8.110412026E1,-1.158630289E1
1.006666667E1,5.284312597E0,1.118599754E-1,-7.878685968E1,-2.317260579E0
1.007500000E1,4.627755433E0,1.118599754E-1,-5.862669265E2,-0.000000000E0
1.008333333E1,-4.486802843E0,1.118599754E-1,-5.955359688E2,6.951781737E0
1.009166667E1,-5.297844046E0,2.277230043E-1,-8.342138084E1,9.269042316E0
1.010000000E1,-5.877159191E0,2.663440140E-1,-6.951781737E1,1.158630289E1
1.010833333E1,-6.456474336E0,4.208280526E-1,-7.415233852E1,1.390356347E1
1.011666667E1,-7.113031500E0,4.980700719E-1,-7.646959910E1,1.390356347E1
1.012500000E1,-7.730967654E0,6.525541105E-1,-6.720055679E1,2.085534521E1
1.013333333E1,-8.233040779E0,8.456591587E-1,-5.097973274E1,2.548986637E1
1.014166667E1,-8.580629866E0,1.077385217E0,-4.402795100E1,2.317260579E1
1.015000000E1,-8.966839963E0,1.231869255E0,-4.402795100E1,1.853808463E1
1.015833333E1,-9.314429050E0,1.386353294E0,-4.402795100E1,2.085534521E1
1.016666667E1,-9.700639146E0,1.579458342E0,-3.939342984E1,3.012438753E1
1.017500000E1,-9.970986214E0,1.888426419E0,-2.317260579E1,1.853808463E1
1.018333333E1,-1.008684924E1,1.888426419E0,-2.085534521E1,9.269042316E0
1.019166667E1,-1.031857530E1,2.042910458E0,-2.085534521E1,1.622082405E1
1.020000000E1,-1.043443833E1,2.158773487E0,-6.951781737E0,4.634521158E0
1.020833333E1,-1.043443833E1,2.120152477E0,4.634521158E0,-6.951781737E0
1.021666667E1,-1.035719631E1,2.042910458E0,1.158630289E1,-1.158630289E1
1.022500000E1,-1.024133328E1,1.927047429E0,1.622082405E1,-1.158630289E1
1.023333333E1,-1.008684924E1,1.849805410E0,1.390356347E1,-9.269042316E0
1.024166667E1,-1.000960722E1,1.772563390E0,2.085534521E1,-1.853808463E1
1.025000000E1,-9.739260156E0,1.540837332E0,3.244164810E1,-1.853808463E1
1.025833333E1,-9.468913088E0,1.463595313E0,3.939342984E1,-1.622082405E1
1.026666667E1,-9.082702992E0,1.270490265E0,4.634521158E1,-2.085534521E1
1.027500000E1,-8.696492895E0,1.116006226E0,6.024877505E1,-2.780712695E1
1.028333333E1,-8.078556741E0,8.070381491E-1,6.720055679E1,-3.475890868E1
1.029166667E1,-7.576483615E0,5.366910815E-1,8.110412026E1,-3.244164810E1
1.030000000E1,-6.726821403E0,2.663440140E-1,9.500768373E1,-1.622082405E1
1.030833333E1,-5.993022220E0,2.663440140E-1,6.024877505E1,-0.000000000E0
1.031666667E1,-5.722675152E0,2.663440140E-1,6.488329621E1,-0.000000000E0
1.032500000E1,-4.911633950E0,2.663440140E-1,1.019594655E2,-6.951781737E0
1.033333333E1,-4.023350728E0,1.504809850E-1,5.654115812E2,-6.951781737E0
1.034166667E1,4.511892405E0,1.504809850E-1,5.654115812E2,6.951781737E0
1.035000000E1,5.400175626E0,2.663440140E-1,9.269042316E1,1.158630289E1
1.035833333E1,6.056732790E0,3.435860333E-1,6.488329621E1,4.634521158E0
1.036666667E1,6.481563897E0,3.435860333E-1,6.024877505E1,1.158630289E1
1.037500000E1,7.060879041E0,5.366910815E-1,6.024877505E1,2.548986637E1
1.038333333E1,7.485710147E0,7.684171394E-1,6.488329621E1,2.548986637E1
1.039166667E1,8.142267311E0,9.615221876E-1,4.634521158E1,1.622082405E1
1.040000000E1,8.258130340E0,1.038764207E0,4.171069042E1,2.085534521E1
1.040833333E1,8.837445485E0,1.309111274E0,5.097973274E1,2.548986637E1
1.041666667E1,9.107792553E0,1.463595313E0,3.707616926E1,2.317260579E1
1.042500000E1,9.455381639E0,1.695321371E0,2.780712695E1,1.853808463E1
1.043333333E1,9.571244668E0,1.772563390E0,2.317260579E1,9.269042316E0
1.044166667E1,9.841591736E0,1.849805410E0,2.085534521E1,9.269042316E0
1.045000000E1,9.918833755E0,1.927047429E0,6.951781737E0,6.951781737E0
1.045833333E1,9.957454765E0,1.965668438E0,4.634521158E0,4.634521158E0
1.046666667E1,9.996075775E0,2.004289448E0,2.317260579E0,-2.317260579E0
1.047500000E1,9.996075775E0,1.927047429E0,-9.269042316E0,-6.951781737E0
1.048333333E1,9.841591736E0,1.888426419E0,-1.853808463E1,-1.390356347E1
1.049166667E1,9.687107697E0,1.695321371E0,-1.853808463E1,-1.622082405E1
1.050000000E1,9.532623659E0,1.618079352E0,-2.780712695E1,-1.390356347E1
1.050833333E1,9.223655582E0,1.463595313E0,-4.402795100E1,-2.085534521E1
1.051666667E1,8.798824475E0,1.270490265E0,-4.634521158E1,-2.317260579E1
1.052500000E1,8.451235389E0,1.077385217E0,-5.329699331E1,-2.780712695E1
1.053333333E1,7.910541254E0,8.070381491E-1,-5.097973274E1,-2.548986637E1
1.054166667E1,7.601573176E0,6.525541105E-1,-3.939342984E1,-2.085534521E1
1.055000000E1,7.253984090E0,4.594490622E-1,-5.329699331E1,-2.317260579E1
1.055833333E1,6.713289954E0,2.663440140E-1,-7.646959910E1,-1.622082405E1
1.056666667E1,5.979490771E0,1.891019947E-1,-8.805590200E1,-6.951781737E0
1.057500000E1,5.245691588E0,1.504809850E-1,-7.878685968E1,-4.634521158E0
1.058333333E1,4.666376443E0,1.118599754E-1,-7.415233852E1,-4.634521158E0
1.059166667E1,4.009819279E0,7.323896574E-2,-5.862669265E2,-2.317260579E0
1.060000000E1,-5.104738998E0,7.323896574E-2,-5.816324053E2,2.317260579E0
1.060833333E1,-5.684054143E0,1.118599754E-1,-6.488329621E1,6.951781737E0
1.061666667E1,-6.186127268E0,1.891019947E-1,-6.024877505E1,9.269042316E0
1.062500000E1,-6.688200393E0,2.663440140E-1,-6.024877505E1,9.269042316E0
1.063333333E1,-7.190273519E0,3.435860333E-1,-5.793151447E1,1.158630289E1
1.064166667E1,-7.653725635E0,4.594490622E-1,-5.561425389E1,2.548986637E1
1.065000000E1,-8.117177750E0,7.684171394E-1,-5.329699331E1,2.780712695E1
1.065833333E1,-8.542008857E0,9.229011780E-1,-4.402795100E1,2.317260579E1
1.066666667E1,-8.850976934E0,1.154627236E0,-4.171069042E1,2.780712695E1
1.067500000E1,-9.237187030E0,1.386353294E0,-3.244164810E1,2.085534521E1
1.068333333E1,-9.391671069E0,1.502216323E0,-2.085534521E1,1.158630289E1
1.069166667E1,-9.584776117E0,1.579458342E0,-2.317260579E1,1.158630289E1
1.070000000E1,-9.777881165E0,1.695321371E0,-1.853808463E1,1.158630289E1
1.070833333E1,-9.893744194E0,1.772563390E0,-4.634521158E0,4.634521158E0
1.071666667E1,-9.855123185E0,1.772563390E0,4.634521158E0,-0.000000000E0
1.072500000E1,-9.816502175E0,1.772563390E0,9.269042316E0,-6.951781737E0
1.073333333E1,-9.700639146E0,1.656700361E0,1.158630289E1,-1.390356347E1
1.074166667E1,-9.623397127E0,1.540837332E0,1.158630289E1,-1.158630289E1
1.075000000E1,-9.507534098E0,1.463595313E0,2.085534521E1,-1.622082405E1
1.075833333E1,-9.275808040E0,1.270490265E0,3.475890868E1,-2.085534521E1
1.076666667E1,-8.928218953E0,1.116006226E0,5.329699331E1,-2.317260579E1
1.077500000E1,-8.387524818E0,8.842801684E-1,5.561425389E1,-2.085534521E1
1.078333333E1,-8.001314721E0,7.684171394E-1,4.402795100E1,-1.853808463E1
1.079166667E1,-7.653725635E0,5.753120912E-1,4.634521158E1,-2.085534521E1
1.080000000E1,-7.228894529E0,4.208280526E-1,7.183507795E1,-1.853808463E1
1.080833333E1,-6.456474336E0,2.663440140E-1,7.183507795E1,-1.158630289E1
1.081666667E1,-6.031643229E0,2.277230043E-1,6.024877505E1,-4.634521158E0
1.082500000E1,-5.452328085E0,1.891019947E-1,6.488329621E1,-2.317260579E0
1.083333333E1,-4.950254959E0,1.891019947E-1,7.646959910E1,-4.634521158E0
1.084166667E1,-4.177834766E0,1.118599754E-1,5.700461024E2,-2.317260579E0
1.085000000E1,4.550513414E0,1.504809850E-1,5.584597995E2,1.158630289E1
1.085833333E1,5.129828559E0,3.049650236E-1,6.720055679E1,1.158630289E1
1.086666667E1,5.670522694E0,3.435860333E-1,6.488329621E1,4.634521158E0
1.087500000E1,6.211216829E0,3.822070429E-1,6.720055679E1,9.269042316E0
1.088333333E1,6.790531974E0,4.980700719E-1,7.646959910E1,2.085534521E1
1.089166667E1,7.485710147E0,7.297961298E-1,5.561425389E1,2.548986637E1
1.090000000E1,7.717436205E0,9.229011780E-1,3.244164810E1,2.317260579E1
1.090833333E1,8.026404282E0,1.116006226E0,3.939342984E1,1.390356347E1
1.091666667E1,8.373993369E0,1.154627236E0,3.939342984E1,1.622082405E1
1.092500000E1,8.682961447E0,1.386353294E0,3.244164810E1,2.085534521E1
1.093333333E1,8.914687504E0,1.502216323E0,1.390356347E1,6.951781737E0
1.094166667E1,8.914687504E0,1.502216323E0,2.548986637E1,1.622082405E1
1.095000000E1,9.339518611E0,1.772563390E0,3.012438753E1,2.085534521E1
1.095833333E1,9.416760630E0,1.849805410E0,9.269042316E0,4.634521158E0
1.096666667E1,9.494002649E0,1.849805410E0,4.634521158E0,-0.000000000E0
1.097500000E1,9.494002649E0,1.849805410E0,-4.634521158E0,-6.951781737E0
1.098333333E1,9.416760630E0,1.733942381E0,-4.634521158E0,-6.951781737E0
1.099166667E1,9.416760630E0,1.733942381E0,-4.634521158E0,-6.951781737E0
1.100000000E1,9.339518611E0,1.618079352E0,-1.390356347E1,-1.622082405E1
1.100833333E1,9.185034572E0,1.463595313E0,-2.317260579E1,-1.853808463E1
1.101666667E1,8.953308514E0,1.309111274E0,-3.707616926E1,-1.853808463E1
1.102500000E1,8.567098418E0,1.154627236E0,-6.256603563E1,-2.780712695E1
1.103333333E1,7.910541254E0,8.456591587E-1,-4.634521158E1,-1.853808463E1
1.104166667E1,7.794678225E0,8.456591587E-1,-3.244164810E1,-1.622082405E1
1.105000000E1,7.369847118E0,5.753120912E-1,-5.329699331E1,-2.548986637E1
1.105833333E1,6.906395003E0,4.208280526E-1,-5.793151447E1,-1.622082405E1
1.106666667E1,6.404321877E0,3.049650236E-1,-6.720055679E1,-1.622082405E1
1.107500000E1,5.786385723E0,1.504809850E-1,-6.720055679E1,-1.158630289E1
1.108333333E1,5.284312597E0,1.118599754E-1,-6.951781737E1,-6.951781737E0
1.109166667E1,4.627755433E0,3.461795609E-2,-7.878685968E1,-4.634521158E0
1.110000000E1,3.971198269E0,3.461795609E-2,-5.769978841E2,4.634521158E0
1.110833333E1,-4.988875969E0,1.118599754E-1,-5.723633630E2,6.951781737E0
1.111666667E1,-5.568191114E0,1.504809850E-1,-6.024877505E1,4.634521158E0
1.112500000E1,-5.993022220E0,1.891019947E-1,-4.634521158E1,9.269042316E0
1.113333333E1,-6.340611307E0,3.049650236E-1,-5.561425389E1,9.269042316E0
1.114166667E1,-6.919926451E0,3.435860333E-1,-5.793151447E1,9.269042316E0
1.115000000E1,-7.306136548E0,4.594490622E-1,-5.097973274E1,1.622082405E1
1.115833333E1,-7.769588664E0,6.139331008E-1,-5.329699331E1,2.085534521E1
1.116666667E1,-8.194419770E0,8.070381491E-1,-4.171069042E1,1.853808463E1
1.117500000E1,-8.464766837E0,9.229011780E-1,-3.012438753E1,1.622082405E1
1.118333333E1,-8.696492895E0,1.077385217E0,-2.780712695E1,1.390356347E1
1.119166667E1,-8.928218953E0,1.154627236E0,-2.548986637E1,1.158630289E1
1.120000000E1,-9.121324001E0,1.270490265E0,-1.853808463E1,1.853808463E1
1.120833333E1,-9.237187030E0,1.463595313E0,-1.390356347E1,1.390356347E1
1.121666667E1,-9.353050059E0,1.502216323E0,-4.634521158E0,-0.000000000E0
