mass_A
t,x,y,v_{x},v_{y}
1.069166667E1,-4.792388059E-2,7.897291710E-3,-1.158630289E-1,5.793151447E-2
1.070000000E1,-4.888940583E-2,8.476606855E-3,-9.269042316E-2,5.793151447E-2
1.070833333E1,-4.946872097E-2,8.862816951E-3,-2.317260579E-2,2.317260579E-2
1.071666667E1,-4.927561592E-2,8.862816951E-3,2.317260579E-2,-0.000000000E0
1.072500000E1,-4.908251087E-2,8.862816951E-3,4.634521158E-2,-3.475890868E-2
1.073333333E1,-4.850319573E-2,8.283501807E-3,5.793151447E-2,-6.951781737E-2
1.074166667E1,-4.811698563E-2,7.704186662E-3,5.793151447E-2,-5.793151447E-2
1.075000000E1,-4.753767049E-2,7.317976565E-3,1.042767260E-1,-8.110412026E-2
1.075833333E1,-4.637904020E-2,6.352451324E-3,1.737945434E-1,-1.042767260E-1
1.076666667E1,-4.464109477E-2,5.580031131E-3,2.664849666E-1,-1.158630289E-1
1.077500000E1,-4.193762409E-2,4.421400842E-3,2.780712695E-1,-1.042767260E-1
1.078333333E1,-4.000657361E-2,3.842085697E-3,2.201397550E-1,-9.269042316E-2
1.079166667E1,-3.826862817E-2,2.876560456E-3,2.317260579E-1,-1.042767260E-1
1.080000000E1,-3.614447264E-2,2.104140263E-3,3.591753897E-1,-9.269042316E-2
1.080833333E1,-3.228237168E-2,1.331720070E-3,3.591753897E-1,-5.793151447E-2
1.081666667E1,-3.015821615E-2,1.138615022E-3,3.012438753E-1,-2.317260579E-2
1.082500000E1,-2.726164042E-2,9.455099734E-4,3.244164810E-1,-1.158630289E-2
1.083333333E1,-2.475127480E-2,9.455099734E-4,3.823479955E-1,-2.317260579E-2
1.084166667E1,-2.088917383E-2,5.592998769E-4,2.850230512E0,-1.158630289E-2
1.085000000E1,2.275256707E-2,7.524049252E-4,2.792298998E0,5.793151447E-2
1.085833333E1,2.564914279E-2,1.524825118E-3,3.360027839E-1,5.793151447E-2
1.086666667E1,2.835261347E-2,1.717930166E-3,3.244164810E-1,2.317260579E-2
1.087500000E1,3.105608415E-2,1.911035215E-3,3.360027839E-1,4.634521158E-2
1.088333333E1,3.395265987E-2,2.490350359E-3,3.823479955E-1,1.042767260E-1
1.089166667E1,3.742855074E-2,3.648980649E-3,2.780712695E-1,1.274493318E-1
1.090000000E1,3.858718103E-2,4.614505890E-3,1.622082405E-1,1.158630289E-1
1.090833333E1,4.013202141E-2,5.580031131E-3,1.969671492E-1,6.951781737E-2
1.091666667E1,4.186996685E-2,5.773136179E-3,1.969671492E-1,8.110412026E-2
1.092500000E1,4.341480723E-2,6.931766469E-3,1.622082405E-1,1.042767260E-1
1.093333333E1,4.457343752E-2,7.511081614E-3,6.951781737E-2,3.475890868E-2
1.094166667E1,4.457343752E-2,7.511081614E-3,1.274493318E-1,8.110412026E-2
1.095000000E1,4.669759305E-2,8.862816951E-3,1.506219376E-1,1.042767260E-1
1.095833333E1,4.708380315E-2,9.249027048E-3,4.634521158E-2,2.317260579E-2
1.096666667E1,4.747001325E-2,9.249027048E-3,2.317260579E-2,-0.000000000E0
1.097500000E1,4.747001325E-2,9.249027048E-3,-2.317260579E-2,-3.475890868E-2
1.098333333E1,4.708380315E-2,8.669711903E-3,-2.317260579E-2,-3.475890868E-2
1.099166667E1,4.708380315E-2,8.669711903E-3,-2.317260579E-2,-3.475890868E-2
1.100000000E1,4.669759305E-2,8.090396758E-3,-6.951781737E-2,-8.110412026E-2
1.100833333E1,4.592517286E-2,7.317976565E-3,-1.158630289E-1,-9.269042316E-2
1.101666667E1,4.476654257E-2,6.545556372E-3,-1.853808463E-1,-9.269042316E-2
1.102500000E1,4.283549209E-2,5.773136179E-3,-3.128301781E-1,-1.390356347E-1
1.103333333E1,3.955270627E-2,4.228295794E-3,-2.317260579E-1,-9.269042316E-2
1.104166667E1,3.897339112E-2,4.228295794E-3,-1.622082405E-1,-8.110412026E-2
1.105000000E1,3.684923559E-2,2.876560456E-3,-2.664849666E-1,-1.274493318E-1
1.105833333E1,3.453197501E-2,2.104140263E-3,-2.896575724E-1,-8.110412026E-2
1.106666667E1,3.202160939E-2,1.524825118E-3,-3.360027839E-1,-8.110412026E-2
1.107500000E1,2.893192861E-2,7.524049252E-4,-3.360027839E-1,-5.793151447E-2
1.108333333E1,2.642156299E-2,5.592998769E-4,-3.475890868E-1,-3.475890868E-2
1.109166667E1,2.313877717E-2,1.730897805E-4,-3.939342984E-1,-2.317260579E-2
1.110000000E1,1.985599135E-2,1.730897805E-4,-2.884989421E0,2.317260579E-2
1.110833333E1,-2.494437984E-2,5.592998769E-4,-2.861816815E0,3.475890868E-2
1.111666667E1,-2.784095557E-2,7.524049252E-4,-3.012438753E-1,2.317260579E-2
1.112500000E1,-2.996511110E-2,9.455099734E-4,-2.317260579E-1,4.634521158E-2
1.113333333E1,-3.170305653E-2,1.524825118E-3,-2.780712695E-1,4.634521158E-2
1.114166667E1,-3.459963226E-2,1.717930166E-3,-2.896575724E-1,4.634521158E-2
1.115000000E1,-3.653068274E-2,2.297245311E-3,-2.548986637E-1,8.110412026E-2
1.115833333E1,-3.884794332E-2,3.069665504E-3,-2.664849666E-1,1.042767260E-1
1.116666667E1,-4.097209885E-2,4.035190745E-3,-2.085534521E-1,9.269042316E-2
1.117500000E1,-4.232383419E-2,4.614505890E-3,-1.506219376E-1,8.110412026E-2
1.118333333E1,-4.348246448E-2,5.386926083E-3,-1.390356347E-1,6.951781737E-2
1.119166667E1,-4.464109477E-2,5.773136179E-3,-1.274493318E-1,5.793151447E-2
1.120000000E1,-4.560662001E-2,6.352451324E-3,-9.269042316E-2,9.269042316E-2
1.120833333E1,-4.618593515E-2,7.317976565E-3,-6.951781737E-2,6.951781737E-2
1.121666667E1,-4.676525030E-2,7.511081614E-3,-2.317260579E-2,-0.000000000E0
1.122500000E1,-4.657214525E-2,7.317976565E-3,1.158630289E-2,-2.317260579E-2
1.123333333E1,-4.657214525E-2,7.124871517E-3,3.475890868E-2,-3.475890868E-2
1.124166667E1,-4.599283010E-2,6.738661421E-3,6.951781737E-2,-4.634521158E-2
1.125000000E1,-4.541351496E-2,6.352451324E-3,9.269042316E-2,-8.110412026E-2
1.125833333E1,-4.444798972E-2,5.386926083E-3,1.042767260E-1,-8.110412026E-2
1.126666667E1,-4.367556952E-2,5.000715986E-3,1.274493318E-1,-6.951781737E-2
1.127500000E1,-4.232383419E-2,4.228295794E-3,1.274493318E-1,-5.793151447E-2
1.128333333E1,-4.155141399E-2,4.035190745E-3,1.737945434E-1,-6.951781737E-2
1.129166667E1,-3.942725846E-2,3.069665504E-3,2.664849666E-1,-1.158630289E-1
1.130000000E1,-3.710999788E-2,2.104140263E-3,3.707616926E-1,-1.158630289E-1
1.130833333E1,-3.324789692E-2,1.138615022E-3,3.360027839E-1,-5.793151447E-2
1.131666667E1,-3.150995148E-2,1.138615022E-3,2.085534521E-1,-2.317260579E-2
1.132500000E1,-2.977200605E-2,7.524049252E-4,2.780712695E-1,-2.317260579E-2
1.133333333E1,-2.687543033E-2,7.524049252E-4,3.939342984E-1,-1.158630289E-2
1.134166667E1,-2.320643441E-2,5.592998769E-4,3.591753897E-1,-1.158630289E-2
1.135000000E1,-2.088917383E-2,5.592998769E-4,2.792298998E0,1.158630289E-2
1.135833333E1,2.333188222E-2,7.524049252E-4,2.838644209E0,2.317260579E-2
1.136666667E1,2.642156299E-2,9.455099734E-4,2.896575724E-1,2.317260579E-2
1.137500000E1,2.815950842E-2,1.138615022E-3,2.664849666E-1,3.475890868E-2
1.138333333E1,3.086297910E-2,1.524825118E-3,2.896575724E-1,6.951781737E-2
1.139166667E1,3.298713463E-2,2.297245311E-3,2.664849666E-1,1.042767260E-1
1.140000000E1,3.530439521E-2,3.262770552E-3,2.548986637E-1,6.951781737E-2
1.140833333E1,3.723544569E-2,3.455875601E-3,2.201397550E-1,5.793151447E-2
1.141666667E1,3.897339112E-2,4.228295794E-3,2.085534521E-1,8.110412026E-2
1.142500000E1,4.071133656E-2,4.807610938E-3,1.737945434E-1,5.793151447E-2
1.143333333E1,4.186996685E-2,5.193821035E-3,1.390356347E-1,5.793151447E-2
1.144166667E1,4.302859714E-2,5.773136179E-3,1.158630289E-1,6.951781737E-2
1.145000000E1,4.380101733E-2,6.352451324E-3,1.042767260E-1,6.951781737E-2
1.145833333E1,4.476654257E-2,6.931766469E-3,8.110412026E-2,5.793151447E-2
1.146666667E1,4.515275267E-2,7.317976565E-3,3.475890868E-2,2.317260579E-2
1.147500000E1,4.534585771E-2,7.317976565E-3,0.000000000E0,-8.110412026E-2
1.148333333E1,4.515275267E-2,5.966241228E-3,-3.475890868E-2,-4.634521158E-2
1.149166667E1,4.476654257E-2,6.545556372E-3,-6.951781737E-2,-1.158630289E-2
1.150000000E1,4.399412238E-2,5.773136179E-3,-9.269042316E-2,-9.269042316E-2
1.150833333E1,4.322170218E-2,5.000715986E-3,-8.110412026E-2,-6.951781737E-2
1.151666667E1,4.264238704E-2,4.614505890E-3,-9.269042316E-2,-3.475890868E-2
1.152500000E1,4.167686180E-2,4.421400842E-3,-1.969671492E-1,-5.793151447E-2
1.153333333E1,3.935960122E-2,3.648980649E-3,-2.317260579E-1,-9.269042316E-2
1.154166667E1,3.781476083E-2,2.876560456E-3,-1.737945434E-1,-8.110412026E-2
1.155000000E1,3.646302550E-2,2.297245311E-3,-2.433123608E-1,-8.110412026E-2
1.155833333E1,3.375955482E-2,1.524825118E-3,-2.896575724E-1,-5.793151447E-2
1.156666667E1,3.163539929E-2,1.331720070E-3,-2.548986637E-1,-3.475890868E-2
1.157500000E1,2.951124376E-2,9.455099734E-4,-2.664849666E-1,-3.475890868E-2
1.158333333E1,2.719398318E-2,7.524049252E-4,-2.780712695E-1,-2.317260579E-2
1.159166667E1,2.487672260E-2,5.592998769E-4,-3.475890868E-1,-1.158630289E-2
1.160000000E1,2.140083173E-2,5.592998769E-4,-3.707616926E-1,-0.000000000E0
1.160833333E1,1.869736106E-2,5.592998769E-4,-2.792298998E0,1.158630289E-2
1.161666667E1,-2.513748489E-2,7.524049252E-4,-2.792298998E0,2.317260579E-2
1.162500000E1,-2.784095557E-2,9.455099734E-4,-3.128301781E-1,4.634521158E-2
1.163333333E1,-3.035132120E-2,1.524825118E-3,-2.433123608E-1,4.634521158E-2
1.164166667E1,-3.189616158E-2,1.717930166E-3,-1.853808463E-1,1.158630289E-2
1.165000000E1,-3.344100197E-2,1.717930166E-3,-2.548986637E-1,1.158630289E-2
1.165833333E1,-3.614447264E-2,1.911035215E-3,-3.244164810E-1,5.793151447E-2
1.166666667E1,-3.884794332E-2,2.683455408E-3,-2.201397550E-1,5.793151447E-2
1.167500000E1,-3.981346856E-2,2.876560456E-3,-1.390356347E-1,4.634521158E-2
1.168333333E1,-4.116520390E-2,3.455875601E-3,-1.506219376E-1,6.951781737E-2
1.169166667E1,-4.232383419E-2,4.035190745E-3,-1.274493318E-1,9.269042316E-2
1.170000000E1,-4.328935943E-2,5.000715986E-3,-1.042767260E-1,8.110412026E-2
1.170833333E1,-4.406177962E-2,5.386926083E-3,-8.110412026E-2,3.475890868E-2
1.171666667E1,-4.464109477E-2,5.580031131E-3,-4.634521158E-2,3.475890868E-2
1.172500000E1,-4.483419981E-2,5.966241228E-3,-3.475890868E-2,4.634521158E-2
1.173333333E1,-4.522040991E-2,6.352451324E-3,2.317260579E-2,-0.000000000E0
1.174166667E1,-4.444798972E-2,5.966241228E-3,9.269042316E-2,-4.634521158E-2
1.175000000E1,-4.367556952E-2,5.580031131E-3,6.951781737E-2,-3.475890868E-2
1.175833333E1,-4.328935943E-2,5.386926083E-3,9.269042316E-2,-4.634521158E-2
1.176666667E1,-4.213072914E-2,4.807610938E-3,1.274493318E-1,-5.793151447E-2
1.177500000E1,-4.116520390E-2,4.421400842E-3,1.274493318E-1,-5.793151447E-2
1.178333333E1,-4.000657361E-2,3.842085697E-3,1.737945434E-1,-8.110412026E-2
1.179166667E1,-3.826862817E-2,3.069665504E-3,2.201397550E-1,-9.269042316E-2
1.180000000E1,-3.633757769E-2,2.297245311E-3,3.012438753E-1,-1.158630289E-1
1.180833333E1,-3.324789692E-2,1.138615022E-3,3.360027839E-1,-9.269042316E-2
1.181666667E1,-3.073753129E-2,7.524049252E-4,2.317260579E-1,-3.475890868E-2
1.182500000E1,-2.938579595E-2,5.592998769E-4,1.737945434E-1,-1.158630289E-2
1.183333333E1,-2.784095557E-2,5.592998769E-4,2.664849666E-1,-1.158630289E-2
1.184166667E1,-2.494437984E-2,3.661948287E-4,3.475890868E-1,-1.158630289E-2
1.185000000E1,-2.204780412E-2,3.661948287E-4,3.939342984E-1,1.158630289E-2
1.185833333E1,-1.837880820E-2,5.592998769E-4,2.792298998E0,2.317260579E-2
1.186666667E1,2.449051250E-2,7.524049252E-4,2.734367483E0,2.317260579E-2
1.187500000E1,2.719398318E-2,9.455099734E-4,2.780712695E-1,4.634521158E-2
1.188333333E1,2.912503366E-2,1.524825118E-3,1.969671492E-1,4.634521158E-2
1.189166667E1,3.047676900E-2,1.717930166E-3,2.317260579E-1,5.793151447E-2
1.190000000E1,3.298713463E-2,2.490350359E-3,2.896575724E-1,5.793151447E-2
1.190833333E1,3.530439521E-2,2.683455408E-3,2.433123608E-1,5.793151447E-2
1.191666667E1,3.704234064E-2,3.455875601E-3,1.853808463E-1,8.110412026E-2
1.192500000E1,3.839407598E-2,4.035190745E-3,1.390356347E-1,4.634521158E-2
1.193333333E1,3.935960122E-2,4.228295794E-3,1.274493318E-1,5.793151447E-2
1.194166667E1,4.051823151E-2,5.000715986E-3,1.042767260E-1,5.793151447E-2
1.195000000E1,4.109754665E-2,5.193821035E-3,5.793151447E-2,2.317260579E-2
1.195833333E1,4.148375675E-2,5.386926083E-3,5.793151447E-2,4.634521158E-2
1.196666667E1,4.206307189E-2,5.966241228E-3,6.951781737E-2,5.793151447E-2
1.197500000E1,4.264238704E-2,6.352451324E-3,4.634521158E-2,3.475890868E-2
1.198333333E1,4.283549209E-2,6.545556372E-3,-1.158630289E-2,-1.158630289E-2
1.199166667E1,4.244928199E-2,6.159346276E-3,-4.634521158E-2,-5.793151447E-2
1.200000000E1,4.206307189E-2,5.580031131E-3,-6.951781737E-2,-5.793151447E-2
1.200833333E1,4.129065170E-2,5.193821035E-3,-8.110412026E-2,-4.634521158E-2
1.201666667E1,4.071133656E-2,4.807610938E-3,-9.269042316E-2,-5.793151447E-2
1.202500000E1,3.974581132E-2,4.228295794E-3,-1.390356347E-1,-6.951781737E-2
1.203333333E1,3.839407598E-2,3.648980649E-3,-1.506219376E-1,-6.951781737E-2
1.204166667E1,3.723544569E-2,3.069665504E-3,-1.506219376E-1,-6.951781737E-2
1.205000000E1,3.588371035E-2,2.490350359E-3,-2.085534521E-1,-1.042767260E-1
1.205833333E1,3.375955482E-2,1.331720070E-3,-2.433123608E-1,-9.269042316E-2
1.206666667E1,3.182850434E-2,9.455099734E-4,-2.548986637E-1,-5.793151447E-2
1.207500000E1,2.951124376E-2,3.661948287E-4,-2.433123608E-1,-3.475890868E-2
1.208333333E1,2.777329833E-2,3.661948287E-4,-2.433123608E-1,-0.000000000E0
1.209166667E1,2.545603775E-2,3.661948287E-4,-3.244164810E-1,2.317260579E-2
1.210000000E1,2.236635697E-2,7.524049252E-4,-3.012438753E-1,2.317260579E-2
1.210833333E1,2.043530649E-2,7.524049252E-4,-2.896575724E-1,2.317260579E-2
1.211666667E1,1.753873077E-2,1.138615022E-3,-2.792298998E0,-0.000000000E0
1.212500000E1,-2.610301013E-2,7.524049252E-4,-2.757540089E0,8.294307581E-16
1.213333333E1,-2.842027071E-2,1.138615022E-3,-2.664849666E-1,2.317260579E-2
1.214166667E1,-3.054442624E-2,1.138615022E-3,-2.085534521E-1,1.158630289E-2
1.215000000E1,-3.189616158E-2,1.331720070E-3,-1.969671492E-1,3.475890868E-2
1.215833333E1,-3.382721206E-2,1.717930166E-3,-2.201397550E-1,4.634521158E-2
1.216666667E1,-3.556515750E-2,2.104140263E-3,-1.853808463E-1,4.634521158E-2
1.217500000E1,-3.691689284E-2,2.490350359E-3,-1.274493318E-1,4.634521158E-2
1.218333333E1,-3.768931303E-2,2.876560456E-3,-1.274493318E-1,4.634521158E-2
1.219166667E1,-3.904104837E-2,3.262770552E-3,-1.390356347E-1,6.951781737E-2
1.220000000E1,-4.000657361E-2,4.035190745E-3,-9.269042316E-2,6.951781737E-2
1.220833333E1,-4.058588875E-2,4.421400842E-3,-8.110412026E-2,3.475890868E-2
1.221666667E1,-4.135830895E-2,4.614505890E-3,-4.634521158E-2,2.317260579E-2
1.222500000E1,-4.135830895E-2,4.807610938E-3,-4.634521158E-2,1.158630289E-2
1.223333333E1,-4.213072914E-2,4.807610938E-3,0.000000000E0,-1.158630289E-2
1.224166667E1,-4.135830895E-2,4.614505890E-3,6.951781737E-2,-4.634521158E-2
1.225000000E1,-4.097209885E-2,4.035190745E-3,4.634521158E-2,-4.634521158E-2
1.225833333E1,-4.058588875E-2,3.842085697E-3,5.793151447E-2,-2.317260579E-2
1.226666667E1,-4.000657361E-2,3.648980649E-3,6.951781737E-2,-3.475890868E-2
1.227500000E1,-3.942725846E-2,3.262770552E-3,9.269042316E-2,-4.634521158E-2
1.228333333E1,-3.846173322E-2,2.876560456E-3,1.390356347E-1,-4.634521158E-2
1.229166667E1,-3.710999788E-2,2.490350359E-3,1.853808463E-1,-4.634521158E-2
1.230000000E1,-3.537205245E-2,2.104140263E-3,2.201397550E-1,-4.634521158E-2
1.230833333E1,-3.344100197E-2,1.717930166E-3,2.433123608E-1,-2.317260579E-2
1.231666667E1,-3.131684644E-2,1.717930166E-3,2.085534521E-1,-1.158630289E-2
1.232500000E1,-2.996511110E-2,1.524825118E-3,2.085534521E-1,-2.317260579E-2
1.233333333E1,-2.784095557E-2,1.331720070E-3,2.548986637E-1,-2.317260579E-2
1.234166667E1,-2.571680004E-2,1.138615022E-3,3.128301781E-1,-1.158630289E-2
1.235000000E1,-2.262711927E-2,1.138615022E-3,3.012438753E-1,-1.158630289E-2
1.235833333E1,-2.069606878E-2,9.455099734E-4,2.433123608E-1,-1.158630289E-2
1.236666667E1,-1.857191325E-2,9.455099734E-4,2.780712695E0,1.158630289E-2
1.237500000E1,2.564914279E-2,1.138615022E-3,2.711194877E0,1.158630289E-2
1.238333333E1,2.661466804E-2,1.138615022E-3,1.969671492E-1,1.158630289E-2
1.239166667E1,2.893192861E-2,1.331720070E-3,2.317260579E-1,4.634521158E-2
1.240000000E1,3.047676900E-2,1.911035215E-3,1.737945434E-1,3.475890868E-2
1.240833333E1,3.182850434E-2,1.911035215E-3,2.317260579E-1,2.317260579E-2
1.241666667E1,3.433886997E-2,2.297245311E-3,2.317260579E-1,2.317260579E-2
1.242500000E1,3.569060530E-2,2.297245311E-3,1.274493318E-1,3.475890868E-2
1.243333333E1,3.646302550E-2,2.876560456E-3,1.158630289E-1,5.793151447E-2
1.244166667E1,3.762165579E-2,3.262770552E-3,1.158630289E-1,4.634521158E-2
1.245000000E1,3.839407598E-2,3.648980649E-3,1.042767260E-1,5.793151447E-2
1.245833333E1,3.935960122E-2,4.228295794E-3,8.110412026E-2,4.634521158E-2
1.246666667E1,3.974581132E-2,4.421400842E-3,3.475890868E-2,3.475890868E-2
1.247500000E1,3.993891636E-2,4.807610938E-3,3.475890868E-2,4.634521158E-2
1.248333333E1,4.032512646E-2,5.193821035E-3,3.475890868E-2,2.317260579E-2
1.249166667E1,4.051823151E-2,5.193821035E-3,-3.475890868E-2,-2.317260579E-2
1.250000000E1,3.974581132E-2,4.807610938E-3,-9.269042316E-2,-5.793151447E-2
1.250833333E1,3.897339112E-2,4.228295794E-3,-9.269042316E-2,-5.793151447E-2
1.251666667E1,3.820097093E-2,3.842085697E-3,-8.110412026E-2,-4.634521158E-2
1.252500000E1,3.762165579E-2,3.455875601E-3,-9.269042316E-2,-3.475890868E-2
1.253333333E1,3.665613054E-2,3.262770552E-3,-1.274493318E-1,-4.634521158E-2
1.254166667E1,3.549750025E-2,2.683455408E-3,-1.622082405E-1,-8.110412026E-2
1.255000000E1,3.395265987E-2,1.911035215E-3,-1.969671492E-1,-6.951781737E-2
1.255833333E1,3.221471443E-2,1.524825118E-3,-2.201397550E-1,-0.000000000E0
1.256666667E1,3.028366395E-2,1.911035215E-3,-1.969671492E-1,-0.000000000E0
1.257500000E1,2.893192861E-2,1.524825118E-3,-2.085534521E-1,-5.793151447E-2
1.258333333E1,2.680777308E-2,9.455099734E-4,-2.201397550E-1,-3.475890868E-2
1.259166667E1,2.526293270E-2,9.455099734E-4,-2.317260579E-1,-3.475890868E-2
1.260000000E1,2.294567212E-2,3.661948287E-4,-2.896575724E-1,-3.475890868E-2
1.260833333E1,2.043530649E-2,3.661948287E-4,-2.664849666E-1,-0.000000000E0
1.261666667E1,1.850425601E-2,3.661948287E-4,-2.734367483E0,-0.000000000E0
1.262500000E1,-2.513748489E-2,3.661948287E-4,-2.722781180E0,1.158630289E-2
1.263333333E1,-2.687543033E-2,5.592998769E-4,-2.085534521E-1,2.317260579E-2
1.264166667E1,-2.861337576E-2,7.524049252E-4,-1.737945434E-1,2.317260579E-2
1.265000000E1,-2.977200605E-2,9.455099734E-4,-1.853808463E-1,4.634521158E-2
1.265833333E1,-3.170305653E-2,1.524825118E-3,-1.737945434E-1,3.475890868E-2
1.266666667E1,-3.266858177E-2,1.524825118E-3,-1.506219376E-1,1.158630289E-2
1.267500000E1,-3.421342216E-2,1.717930166E-3,-2.317260579E-1,4.634521158E-2
1.268333333E1,-3.653068274E-2,2.297245311E-3,-2.201397550E-1,4.634521158E-2
1.269166667E1,-3.788241808E-2,2.490350359E-3,-1.158630289E-1,2.317260579E-2
1.270000000E1,-3.846173322E-2,2.683455408E-3,-5.793151447E-2,3.475890868E-2
1.270833333E1,-3.884794332E-2,3.069665504E-3,-5.793151447E-2,3.475890868E-2
1.271666667E1,-3.942725846E-2,3.262770552E-3,-5.793151447E-2,2.317260579E-2
1.272500000E1,-3.981346856E-2,3.455875601E-3,-4.634521158E-2,3.475890868E-2
1.273333333E1,-4.019967866E-2,3.842085697E-3,1.158630289E-2,-0.000000000E0
1.274166667E1,-3.962036351E-2,3.455875601E-3,8.110412026E-2,-5.793151447E-2
1.275000000E1,-3.884794332E-2,2.876560456E-3,1.158630289E-1,-5.793151447E-2
1.275833333E1,-3.768931303E-2,2.490350359E-3,9.269042316E-2,-2.317260579E-2
1.276666667E1,-3.730310293E-2,2.490350359E-3,9.269042316E-2,-3.475890868E-2
1.277500000E1,-3.614447264E-2,1.911035215E-3,1.158630289E-1,-5.793151447E-2
1.278333333E1,-3.537205245E-2,1.524825118E-3,1.506219376E-1,-3.475890868E-2
1.279166667E1,-3.363410702E-2,1.331720070E-3,1.969671492E-1,-2.317260579E-2
1.280000000E1,-3.208926663E-2,1.138615022E-3,1.390356347E-1,-1.158630289E-2
1.280833333E1,-3.131684644E-2,1.138615022E-3,8.110412026E-2,-0.000000000E0
1.281666667E1,-3.073753129E-2,1.138615022E-3,1.274493318E-1,-1.158630289E-2
1.282500000E1,-2.919269091E-2,9.455099734E-4,1.969671492E-1,-2.317260579E-2
1.283333333E1,-2.745474547E-2,7.524049252E-4,2.201397550E-1,-3.475890868E-2
1.284166667E1,-2.552369499E-2,3.661948287E-4,2.317260579E-1,-2.317260579E-2
1.285000000E1,-2.359264451E-2,3.661948287E-4,2.317260579E-1,-1.158630289E-2
1.285833333E1,-2.166159402E-2,1.730897805E-4,2.317260579E-1,8.294307581E-16
1.286666667E1,-1.973054354E-2,3.661948287E-4,2.780712695E0,3.475890868E-2
1.287500000E1,2.468361755E-2,7.524049252E-4,2.745953786E0,3.475890868E-2
1.288333333E1,2.603535289E-2,9.455099734E-4,1.853808463E-1,3.475890868E-2
1.289166667E1,2.777329833E-2,1.331720070E-3,2.085534521E-1,3.475890868E-2
1.290000000E1,2.951124376E-2,1.524825118E-3,1.969671492E-1,2.317260579E-2
1.290833333E1,3.105608415E-2,1.717930166E-3,1.737945434E-1,2.317260579E-2
1.291666667E1,3.240781948E-2,1.911035215E-3,1.737945434E-1,3.475890868E-2
1.292500000E1,3.395265987E-2,2.297245311E-3,1.506219376E-1,4.634521158E-2
1.293333333E1,3.491818511E-2,2.683455408E-3,1.274493318E-1,3.475890868E-2
1.294166667E1,3.607681540E-2,2.876560456E-3,1.042767260E-1,2.317260579E-2
1.295000000E1,3.665613054E-2,3.069665504E-3,5.793151447E-2,2.317260579E-2
1.295833333E1,3.704234064E-2,3.262770552E-3,4.634521158E-2,2.317260579E-2
1.296666667E1,3.742855074E-2,3.455875601E-3,5.793151447E-2,2.317260579E-2
1.297500000E1,3.800786588E-2,3.648980649E-3,4.634521158E-2,1.158630289E-2
1.298333333E1,3.820097093E-2,3.648980649E-3,1.158630289E-2,-0.000000000E0
1.299166667E1,3.820097093E-2,3.648980649E-3,-2.317260579E-2,-0.000000000E0
1.300000000E1,3.781476083E-2,3.648980649E-3,-6.951781737E-2,-2.317260579E-2
1.300833333E1,3.704234064E-2,3.262770552E-3,-8.110412026E-2,-5.793151447E-2
1.301666667E1,3.646302550E-2,2.683455408E-3,-1.158630289E-1,-6.951781737E-2
1.302500000E1,3.511129016E-2,2.104140263E-3,-1.274493318E-1,-4.634521158E-2
1.303333333E1,3.433886997E-2,1.911035215E-3,-1.042767260E-1,-3.475890868E-2
1.304166667E1,3.337334472E-2,1.524825118E-3,-1.390356347E-1,-3.475890868E-2
1.305000000E1,3.202160939E-2,1.331720070E-3,-1.274493318E-1,-1.158630289E-2
1.305833333E1,3.124918919E-2,1.331720070E-3,-1.274493318E-1,-2.317260579E-2
1.306666667E1,2.989745386E-2,9.455099734E-4,-1.622082405E-1,-3.475890868E-2
1.307500000E1,2.854571852E-2,7.524049252E-4,-1.737945434E-1,-2.317260579E-2
1.308333333E1,2.700087813E-2,5.592998769E-4,-2.433123608E-1,-1.158630289E-2
1.309166667E1,2.449051250E-2,5.592998769E-4,-2.433123608E-1,-1.158630289E-2
1.310000000E1,2.294567212E-2,3.661948287E-4,-2.201397550E-1,-1.158630289E-2
1.310833333E1,2.082151659E-2,3.661948287E-4,-2.664849666E-1,-8.294307581E-16
1.311666667E1,1.850425601E-2,3.661948287E-4,-2.201397550E-1,-0.000000000E0
1.312500000E1,1.715252067E-2,3.661948287E-4,-2.664849666E0,2.317260579E-2
1.313333333E1,-2.590990509E-2,7.524049252E-4,-2.664849666E0,3.475890868E-2
1.314166667E1,-2.726164042E-2,9.455099734E-4,-1.622082405E-1,3.475890868E-2
1.315000000E1,-2.861337576E-2,1.331720070E-3,-1.622082405E-1,4.634521158E-2
1.315833333E1,-2.996511110E-2,1.717930166E-3,-1.390356347E-1,2.317260579E-2
1.316666667E1,-3.093063634E-2,1.717930166E-3,-1.390356347E-1,1.158630289E-2
1.317500000E1,-3.228237168E-2,1.911035215E-3,-1.390356347E-1,2.317260579E-2
1.318333333E1,-3.324789692E-2,2.104140263E-3,-1.042767260E-1,1.158630289E-2
1.319166667E1,-3.402031711E-2,2.104140263E-3,-1.042767260E-1,-0.000000000E0
1.320000000E1,-3.498584235E-2,2.104140263E-3,-1.158630289E-1,2.317260579E-2
1.320833333E1,-3.595136759E-2,2.490350359E-3,-8.110412026E-2,2.317260579E-2
1.321666667E1,-3.633757769E-2,2.490350359E-3,-6.951781737E-2,-0.000000000E0
1.322500000E1,-3.710999788E-2,2.490350359E-3,-5.793151447E-2,1.158630289E-2
1.323333333E1,-3.730310293E-2,2.683455408E-3,0.000000000E0,1.158630289E-2
1.324166667E1,-3.710999788E-2,2.683455408E-3,2.317260579E-2,-1.158630289E-2
1.325000000E1,-3.691689284E-2,2.490350359E-3,4.634521158E-2,-2.317260579E-2
