8.141666667E0,-1.290618295E0,4.746381133E-1,,
8.150000000E0,-1.279031992E0,4.630518104E-1,1.622082405E0,-1.622082405E0
8.158333333E0,-1.263583588E0,4.476034066E-1,2.085534521E0,-2.548986637E0
8.166666667E0,-1.244273083E0,4.205686998E-1,2.548986637E0,-3.244164810E0
8.175000000E0,-1.221100477E0,3.935339931E-1,3.012438753E0,-4.171069042E0
8.183333333E0,-1.194065771E0,3.510508824E-1,3.939342984E0,-5.097973274E0
8.191666667E0,-1.155444761E0,3.085677718E-1,7.183507795E0,-6.951781737E0
8.200000000E0,-1.074340641E0,2.351878535E-1,7.646959910E0,-6.720055679E0
8.208333333E0,-1.027995429E0,1.965668438E-1,7.183507795E0,-4.866247216E0
8.216666667E0,-9.546155107E-1,1.540837332E-1,1.019594655E1,-5.793151447E0
8.225000000E0,-8.580629866E-1,1.000143197E-1,1.019594655E1,-5.329699331E0
8.233333333E0,-7.846830683E-1,6.525541105E-2,1.135457684E1,-4.866247216E0
8.241666667E0,-6.688200393E-1,1.891019947E-2,1.251320713E1,-3.012438753E0
8.250000000E0,-5.761296162E-1,1.504809850E-2,1.135457684E1,-9.269042316E-1
8.258333333E0,-4.795770921E-1,3.461795609E-3,5.978532294E1,4.634521158E-1
8.266666667E0,4.202924327E-1,2.277230043E-2,6.140740534E1,1.853808463E0
8.275000000E0,5.438796636E-1,3.435860333E-2,1.251320713E1,1.622082405E0
8.283333333E0,6.288458848E-1,4.980700719E-2,1.228148107E1,2.085534521E0
8.291666667E0,7.485710147E-1,6.911751201E-2,1.204975501E1,3.244164810E0
8.300000000E0,8.296751350E-1,1.038764207E-1,7.646959910E0,3.707616926E0
8.308333333E0,8.760203466E-1,1.309111274E-1,6.720055679E0,3.707616926E0
8.316666667E0,9.416760630E-1,1.656700361E-1,8.110412026E0,3.939342984E0
8.325000000E0,1.011193880E0,1.965668438E-1,7.183507795E0,4.171069042E0
8.333333333E0,1.061401193E0,2.351878535E-1,6.720055679E0,5.561425389E0
8.341666667E0,1.123194808E0,2.892572670E-1,5.561425389E0,4.866247216E0
8.350000000E0,1.154091616E0,3.162919738E-1,4.171069042E0,3.939342984E0
8.358333333E0,1.192712626E0,3.549129834E-1,4.171069042E0,3.939342984E0
8.366666667E0,1.223609433E0,3.819476902E-1,2.548986637E0,2.548986637E0
8.375000000E0,1.235195736E0,3.973960940E-1,1.390356347E0,2.317260579E0
8.383333333E0,1.246782039E0,4.205686998E-1,1.158630289E0,2.085534521E0
8.391666667E0,1.254506241E0,4.321550027E-1,4.634521158E-1,6.951781737E-1
8.400000000E0,1.254506241E0,4.321550027E-1,-2.317260579E-1,-6.951781737E-1
8.408333333E0,1.250644140E0,4.205686998E-1,-6.951781737E-1,-1.390356347E0
8.416666667E0,1.242919938E0,4.089823969E-1,-9.269042316E-1,-1.622082405E0
8.425000000E0,1.235195736E0,3.935339931E-1,-1.622082405E0,-2.085534521E0
8.433333333E0,1.215885231E0,3.742234882E-1,-3.012438753E0,-3.244164810E0
8.441666667E0,1.184988424E0,3.394645795E-1,-5.097973274E0,-4.634521158E0
8.450000000E0,1.130919010E0,2.969814689E-1,-5.561425389E0,-4.866247216E0
8.458333333E0,1.092298001E0,2.583604593E-1,-5.561425389E0,-5.561425389E0
8.466666667E0,1.038228587E0,2.042910458E-1,-7.415233852E0,-6.256603563E0
8.475000000E0,9.687107697E-1,1.540837332E-1,-9.500768373E0,-5.329699331E0
