9.916666667E-1,-3.388617710E-1,-1.012417431E-1,,
1.000000000E0,-3.247938071E-1,-8.077925020E-2,1.918358714E0,2.915905245E0
1.008333333E0,-3.068891257E-1,-5.264332239E-2,1.688155668E0,2.839170897E0
1.016666667E0,-2.966578793E-1,-3.345973525E-2,9.208121827E-1,1.688155668E0
1.025000000E0,-2.915422560E-1,-2.450739459E-2,3.836717428E-1,5.371404399E-1
1.033333333E0,-2.902633502E-1,-2.450739459E-2,1.764890017E0,2.302030457E0
1.041666667E0,-2.621274224E-1,1.385977970E-2,1.841624365E0,2.532233503E0
1.050000000E0,-2.595696108E-1,1.769649712E-2,1.534686971E0,1.918358714E0
1.058333333E0,-2.365493062E-1,4.583242493E-2,1.995093063E0,2.378764805E0
1.066666667E0,-2.263180597E-1,5.734257721E-2,9.975465313E-1,1.074280880E0
1.075000000E0,-2.199235307E-1,6.373710626E-2,1.534686971E0,1.534686971E0
1.083333333E0,-2.007399436E-1,8.292069340E-2,1.841624365E0,1.841624365E0
1.091666667E0,-1.892297913E-1,9.443084568E-2,1.151015228E0,9.975465313E-1
1.100000000E0,-1.815563564E-1,9.954646892E-2,1.074280880E0,9.208121827E-1
1.108333333E0,-1.713251099E-1,1.097777154E-1,1.227749577E0,1.151015228E0
1.116666667E0,-1.610938635E-1,1.187300561E-1,1.534686971E0,1.151015228E0
1.125000000E0,-1.457469938E-1,1.289613025E-1,1.918358714E0,1.151015228E0
1.133333333E0,-1.291212182E-1,1.379136432E-1,1.688155668E0,9.975465313E-1
1.141666667E0,-1.176110659E-1,1.455870781E-1,1.151015228E0,6.138747885E-1
1.150000000E0,-1.099376311E-1,1.481448897E-1,1.074280880E0,5.371404399E-1
1.158333333E0,-9.970638461E-2,1.545394187E-1,1.534686971E0,6.906091371E-1
1.166666667E0,-8.435951490E-2,1.596550420E-1,8.440778342E-1,2.302030457E-1
1.175000000E0,-8.563842071E-2,1.583761362E-1,1.688155668E0,3.836717428E-1
1.183333333E0,-5.622358710E-2,1.660495710E-1,2.225296108E0,5.371404399E-1
1.191666667E0,-4.855015224E-2,1.673284768E-1,1.227749577E0,1.534686971E-1
1.200000000E0,-3.576109415E-2,1.686073826E-1,1.841624365E0,2.302030457E-1
1.208333333E0,-1.785641282E-2,1.711651942E-1,1.918358714E0,7.673434856E-2
1.216666667E0,-3.788448912E-3,1.698862884E-1,1.304483926E0,-7.673434856E-2
1.225000000E0,3.884985944E-3,1.698862884E-1,1.457952623E0,-2.302030457E-1
1.233333333E0,2.051076147E-2,1.660495710E-1,1.457952623E0,-2.302030457E-1
1.241666667E0,2.818419632E-2,1.660495710E-1,1.151015228E0,-2.302030457E-1
1.250000000E0,3.969434861E-2,1.622128536E-1,1.688155668E0,-5.371404399E-1
1.258333333E0,5.632012413E-2,1.570972303E-1,1.764890017E0,-6.906091371E-1
1.266666667E0,6.910918222E-2,1.507027013E-1,7.673434856E-1,-2.302030457E-1
1.275000000E0,6.910918222E-2,1.532605129E-1,1.151015228E0,-4.604060914E-1
1.283333333E0,8.829276936E-2,1.430292664E-1,2.071827411E0,-9.208121827E-1
1.291666667E0,1.036396391E-1,1.379136432E-1,1.611421320E0,-7.673434856E-1
1.300000000E0,1.151497914E-1,1.302402083E-1,1.841624365E0,-1.304483926E0
1.308333333E0,1.343333785E-1,1.161722444E-1,1.841624365E0,-1.304483926E0
1.316666667E0,1.458435308E-1,1.084988096E-1,1.151015228E0,-6.906091371E-1
1.325000000E0,1.535169656E-1,1.046620922E-1,1.688155668E0,-1.227749577E0
1.333333333E0,1.739794586E-1,8.803631664E-2,2.071827411E0,-1.764890017E0
1.341666667E0,1.880474225E-1,7.524725854E-2,1.151015228E0,-1.074280880E0
1.350000000E0,1.931630457E-1,7.013163531E-2,1.457952623E0,-1.304483926E0
1.358333333E0,2.123466329E-1,5.350585979E-2,1.841624365E0,-1.918358714E0
