1.366666667E0,2.238567852E-1,3.815899007E-2,1.151015228E0,-1.304483926E0
1.375000000E0,2.315302200E-1,3.176446103E-2,1.151015228E0,-1.304483926E0
1.383333333E0,2.430403723E-1,1.641759131E-2,1.918358714E0,-2.225296108E0
1.391666667E0,2.635028652E-1,-5.323807445E-3,1.227749577E0,-1.381218274E0
1.400000000E0,2.635028652E-1,-6.602713255E-3,1.611421320E0,-1.918358714E0
1.408333333E0,2.903598872E-1,-3.729645268E-2,2.071827411E0,-2.455499154E0
1.416666667E0,2.980333221E-1,-4.752769915E-2,1.151015228E0,-1.611421320E0
1.425000000E0,3.095434744E-1,-6.415347468E-2,1.534686971E0,-2.225296108E0
1.433333333E0,3.236114383E-1,-8.461596763E-2,1.841624365E0,-2.915905245E0
1.441666667E0,3.402372138E-1,-1.127518954E-1,1.611421320E0,-2.378764805E0
1.450000000E0,3.504684603E-1,-1.242620477E-1,1.688155668E0,-2.608967851E0
1.458333333E0,3.683731416E-1,-1.562346930E-1,1.841624365E0,-3.146108291E0
1.466666667E0,3.811621997E-1,-1.766971859E-1,1.151015228E0,-1.841624365E0
1.475000000E0,3.875567288E-1,-1.869284324E-1,1.611421320E0,-2.839170897E0
1.483333333E0,4.080192217E-1,-2.240167008E-1,1.534686971E0,-3.069373942E0
1.491666667E0,4.131348449E-1,-2.380846647E-1,1.074280880E0,-2.378764805E0
1.500000000E0,4.259239030E-1,-2.636627809E-1,1.995093063E0,-3.529780034E0
1.508333333E0,4.463863960E-1,-2.969143320E-1,1.995093063E0,-3.836717428E0
1.516666667E0,4.591754541E-1,-3.276080714E-1,7.673434856E-1,-1.764890017E0
1.525000000E0,4.591754541E-1,-3.263291656E-1,1.304483926E0,-2.378764805E0
1.533333333E0,4.809168528E-1,-3.672541515E-1,2.378764805E0,-4.987732657E0
1.541666667E0,4.988215342E-1,-4.094580432E-1,1.151015228E0,-2.685702200E0
1.550000000E0,5.001004400E-1,-4.120158548E-1,6.906091371E-1,-1.841624365E0
1.558333333E0,5.103316865E-1,-4.401517826E-1,2.302030457E0,-5.217935702E0
1.566666667E0,5.384676143E-1,-4.989814499E-1,2.148561760E0,-4.680795262E0
1.575000000E0,5.461410491E-1,-5.181650370E-1,1.764890017E0,-3.913451777E0
1.583333333E0,5.678824479E-1,-5.642056461E-1,1.918358714E0,-4.680795262E0
1.591666667E0,5.781136943E-1,-5.961782914E-1,1.074280880E0,-3.069373942E0
1.600000000E0,5.857871292E-1,-6.153618785E-1,1.611421320E0,-4.143654822E0
1.608333333E0,6.049707163E-1,-6.652392051E-1,1.995093063E0,-4.987732657E0
1.616666667E0,6.190386802E-1,-6.984907561E-1,1.227749577E0,-3.146108291E0
1.625000000E0,6.254332093E-1,-7.176743433E-1,1.688155668E0,-4.297123519E0
1.633333333E0,6.471746081E-1,-7.701094814E-1,1.995093063E0,-5.371404399E0
1.641666667E0,6.586847603E-1,-8.071977499E-1,1.074280880E0,-3.299576988E0
1.650000000E0,6.650792894E-1,-8.251024312E-1,1.227749577E0,-3.529780034E0
1.658333333E0,6.791472533E-1,-8.660274171E-1,1.611421320E0,-4.604060914E0
1.666666667E0,6.919363114E-1,-9.018367798E-1,1.151015228E0,-3.606514382E0
1.675000000E0,6.983308404E-1,-9.261359902E-1,1.841624365E0,-5.908544839E0
1.683333333E0,7.226300508E-1,-1.000312527E0,2.071827411E0,-5.908544839E0
1.691666667E0,7.328612973E-1,-1.024611738E0,1.304483926E0,-3.529780034E0
1.700000000E0,7.443714496E-1,-1.059142194E0,1.841624365E0,-6.138747885E0
1.708333333E0,7.635550367E-1,-1.126924202E0,1.688155668E0,-5.524873096E0
1.716666667E0,7.725073774E-1,-1.151223413E0,5.371404399E-1,-3.683248731E0
1.725000000E0,7.725073774E-1,-1.188311681E0,2.199658125E-1,-4.103334492E0
1.733333333E0,7.761734742E-1,-1.219612321E0,6.906091371E-1,-4.066920474E0
1.741666667E0,7.840175297E-1,-1.256093689E0,2.389002039E0,-7.330083444E0
1.750000000E0,8.159901749E-1,-1.341780378E0,,
