8.133333333E0,-7.344437044E-2,2.724764223E-2
8.141666667E0,-7.326961275E-2,2.689812684E-2
8.150000000E0,-7.292009735E-2,2.584958066E-2
8.158333333E0,-7.187155118E-2,2.427676139E-2
8.166666667E0,-7.099776269E-2,2.287869982E-2
8.175000000E0,-6.942494343E-2,2.025733438E-2
8.183333333E0,-6.750260877E-2,1.833499972E-2
8.191666667E0,-6.488124332E-2,1.588839197E-2
8.200000000E0,-6.191036249E-2,1.291751113E-2
8.208333333E0,-5.824045086E-2,9.946630292E-3
8.216666667E0,-5.404626615E-2,6.800991758E-3
8.225000000E0,-4.915305065E-2,3.830110921E-3
8.233333333E0,-4.425983516E-2,1.907776261E-3
8.241666667E0,-3.761904269E-2,5.097146902E-4
8.250000000E0,-3.212942308E-2,7.451652723E-5
8.258333333E0,-2.669107763E-2,1.271714706E-5
8.266666667E0,-2.327007520E-2,3.760687777E-5
8.525000000E0,-2.376058502E-2,-6.049508525E-5
8.533333333E0,-2.768466354E-2,1.357088408E-4
8.541666667E0,-3.317837347E-2,6.262186559E-4
8.550000000E0,-3.749485984E-2,1.018626508E-3
8.558333333E0,-4.377338547E-2,3.078767732E-3
8.566666667E0,-4.818797381E-2,4.746501103E-3
8.575000000E0,-5.201395037E-2,6.708540364E-3
8.583333333E0,-5.593802889E-2,8.572477661E-3
8.591666667E0,-5.927349563E-2,1.073072085E-2
8.600000000E0,-6.211845256E-2,1.279086207E-2
8.608333333E0,-6.417859378E-2,1.485100329E-2
8.616666667E0,-6.633683697E-2,1.691114452E-2
8.625000000E0,-6.790646838E-2,1.926559163E-2
8.633333333E0,-6.888748801E-2,2.044281519E-2
8.641666667E0,-6.947609979E-2,2.122763089E-2
8.650000000E0,-7.016281353E-2,2.171814071E-2
8.658333333E0,-7.026091549E-2,2.240485445E-2
8.666666667E0,-7.016281353E-2,2.220865052E-2
8.675000000E0,-6.937799782E-2,2.162003874E-2
8.683333333E0,-6.869128408E-2,2.073712108E-2
8.691666667E0,-6.790646838E-2,1.965799948E-2
8.700000000E0,-6.653304090E-2,1.818647004E-2
8.708333333E0,-6.447289967E-2,1.622443078E-2
8.716666667E0,-6.202035060E-2,1.445859544E-2
8.725000000E0,-5.888108778E-2,1.171174048E-2
8.733333333E0,-5.534941711E-2,9.357293365E-3
8.741666667E0,-5.132723663E-2,6.904744290E-3
8.750000000E0,-4.720695418E-2,4.942705029E-3
8.758333333E0,-4.328287566E-2,2.980665769E-3
8.766666667E0,-3.621953432E-2,1.018626508E-3
8.775000000E0,-3.082392636E-2,1.357088408E-4
8.783333333E0,-2.621313409E-2,1.357088408E-4
8.791666667E0,-2.336817717E-2,-6.049508525E-5
9.050000000E0,-2.425109483E-2,-6.049508525E-5
9.058333333E0,-2.945049887E-2,9.205245450E-4
9.066666667E0,-3.474800488E-2,1.803442212E-3
9.075000000E0,-3.837777751E-2,2.686359879E-3
9.083333333E0,-4.200755014E-2,3.765481473E-3
9.091666667E0,-4.642213848E-2,5.825622696E-3
9.100000000E0,-5.005191111E-2,7.689559994E-3
9.108333333E0,-5.309307196E-2,9.357293365E-3
9.116666667E0,-5.593802889E-2,1.122123066E-2
9.125000000E0,-5.829247600E-2,1.288896403E-2
9.133333333E0,-6.025451526E-2,1.436049348E-2
9.141666667E0,-6.260896238E-2,1.534151311E-2
9.150000000E0,-6.378618593E-2,1.612632881E-2
9.158333333E0,-6.476720556E-2,1.710734844E-2
9.166666667E0,-6.555202127E-2,1.749975630E-2
9.175000000E0,-6.574822519E-2,1.789216415E-2
9.183333333E0,-6.584632716E-2,1.799026611E-2
9.191666667E0,-6.555202127E-2,1.769596022E-2
9.200000000E0,-6.515961341E-2,1.720545041E-2
9.208333333E0,-6.427669575E-2,1.632253274E-2
9.216666667E0,-6.300137023E-2,1.514530918E-2
9.225000000E0,-6.172604471E-2,1.406618759E-2
9.233333333E0,-5.927349563E-2,1.210414833E-2
9.241666667E0,-5.672284459E-2,1.043641496E-2
9.250000000E0,-5.368168374E-2,8.376273735E-3
9.258333333E0,-5.073862485E-2,6.316132511E-3
9.266666667E0,-4.691264829E-2,4.648399140E-3
9.275000000E0,-4.279236584E-2,2.980665769E-3
9.283333333E0,-3.700435003E-2,1.411034360E-3
9.291666667E0,-3.298216954E-2,7.243206190E-4
9.300000000E0,-2.846947924E-2,2.338108038E-4
9.308333333E0,-2.297576931E-2,3.760687777E-5
9.566666667E0,-2.493780857E-2,-6.049508525E-5
9.575000000E0,-2.945049887E-2,4.300147299E-4
9.583333333E0,-3.425749506E-2,1.214830434E-3
9.591666667E0,-3.749485984E-2,1.803442212E-3
9.600000000E0,-4.083032658E-2,2.784461843E-3
9.608333333E0,-4.485250707E-2,4.255991288E-3
9.616666667E0,-4.799176988E-2,5.923724659E-3
9.625000000E0,-5.113103270E-2,7.493356068E-3
9.633333333E0,-5.387788767E-2,8.866783550E-3
9.641666667E0,-5.603613085E-2,1.004400711E-2
9.650000000E0,-5.809627208E-2,1.151553655E-2
9.658333333E0,-5.966590349E-2,1.269276011E-2
9.666666667E0,-6.103933097E-2,1.367377974E-2
9.675000000E0,-6.211845256E-2,1.455669741E-2
9.683333333E0,-6.260896238E-2,1.485100329E-2
9.691666667E0,-6.280516630E-2,1.504720722E-2
9.700000000E0,-6.280516630E-2,1.524341115E-2
9.708333333E0,-6.251086041E-2,1.485100329E-2
9.716666667E0,-6.182414667E-2,1.436049348E-2
